LocationType,Location,Race,TimeFrame,DataFormat,Data
State,Washington,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Number,27270
State,Washington,Non-Hispanic Two or More Race Groups,2010,Number,125591
State,Washington,Non-Hispanic White alone,2010,Number,3931500
State,Washington,Total Ages 18 and Over,2010,Number,5160144
State,West Virginia,Hispanic or Latino,2010,Number,14873
State,West Virginia,Non-Hispanic American Indian and Alaskan Native alone,2010,Number,2937
State,West Virginia,Non-Hispanic Asian alone,2010,Number,10020
State,West Virginia,Non-Hispanic Black alone,2010,Number,48401
State,West Virginia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Number,305
State,West Virginia,Non-Hispanic Two or More Race Groups,2010,Number,11912
State,West Virginia,Non-Hispanic White alone,2010,Number,1378572
State,West Virginia,Total Ages 18 and Over,2010,Number,1467020
State,Wisconsin,Hispanic or Latino,2010,Number,200831
State,Wisconsin,Non-Hispanic American Indian and Alaskan Native alone,2010,Number,34623
State,Wisconsin,Non-Hispanic Asian alone,2010,Number,88310
State,Wisconsin,Non-Hispanic Black alone,2010,Number,235874
State,Wisconsin,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Number,1232
State,Wisconsin,Non-Hispanic Two or More Race Groups,2010,Number,33685
State,Wisconsin,Non-Hispanic White alone,2010,Number,3758982
State,Wisconsin,Total Ages 18 and Over,2010,Number,4353537
State,Wyoming,Hispanic or Latino,2010,Number,32270
State,Wyoming,Non-Hispanic American Indian and Alaskan Native alone,2010,Number,7785
State,Wyoming,Non-Hispanic Asian alone,2010,Number,3573
State,Wyoming,Non-Hispanic Black alone,2010,Number,3327
State,Wyoming,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Number,270
State,Wyoming,Non-Hispanic Two or More Race Groups,2010,Number,4417
State,Wyoming,Non-Hispanic White alone,2010,Number,377396
State,Wyoming,Total Ages 18 and Over,2010,Number,429038
State,Wisconsin,Hispanic or Latino,2010,Percent,5
State,Wisconsin,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,1
State,Wisconsin,Non-Hispanic Asian alone,2010,Percent,2
State,Wisconsin,Non-Hispanic Black alone,2010,Percent,5
State,Wisconsin,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Wisconsin,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Wisconsin,Non-Hispanic White alone,2010,Percent,86
State,Wisconsin,Total Ages 18 and Over,2010,Percent,100
State,Wyoming,Hispanic or Latino,2010,Percent,8
State,Wyoming,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,2
State,Wyoming,Non-Hispanic Asian alone,2010,Percent,1
State,Wyoming,Non-Hispanic Black alone,2010,Percent,1
State,Wyoming,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Wyoming,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Wyoming,Non-Hispanic White alone,2010,Percent,88
State,Wyoming,Total Ages 18 and Over,2010,Percent,100
State,West Virginia,Hispanic or Latino,2010,Percent,1
State,West Virginia,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,West Virginia,Non-Hispanic Asian alone,2010,Percent,1
State,West Virginia,Non-Hispanic Black alone,2010,Percent,3
State,West Virginia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,West Virginia,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,West Virginia,Non-Hispanic White alone,2010,Percent,94
State,West Virginia,Total Ages 18 and Over,2010,Percent,100
State,Washington,Hispanic or Latino,2010,Percent,9
State,Washington,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,1
State,Washington,Non-Hispanic Asian alone,2010,Percent,7
State,Washington,Non-Hispanic Black alone,2010,Percent,3
State,Washington,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,1
State,Washington,Non-Hispanic Two or More Race Groups,2010,Percent,2
State,Washington,Non-Hispanic White alone,2010,Percent,76
State,Washington,Total Ages 18 and Over,2010,Percent,100
State,Vermont,Hispanic or Latino,2010,Percent,1
State,Vermont,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,Vermont,Non-Hispanic Asian alone,2010,Percent,1
State,Vermont,Non-Hispanic Black alone,2010,Percent,1
State,Vermont,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Vermont,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Vermont,Non-Hispanic White alone,2010,Percent,95
State,Vermont,Total Ages 18 and Over,2010,Percent,100
State,Utah,Hispanic or Latino,2010,Percent,11
State,Utah,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,1
State,Utah,Non-Hispanic Asian alone,2010,Percent,2
State,Utah,Non-Hispanic Black alone,2010,Percent,1
State,Utah,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,1
State,Utah,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Utah,Non-Hispanic White alone,2010,Percent,83
State,Utah,Total Ages 18 and Over,2010,Percent,100
State,Virginia,Hispanic or Latino,2010,Percent,7
State,Virginia,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,Virginia,Non-Hispanic Asian alone,2010,Percent,6
State,Virginia,Non-Hispanic Black alone,2010,Percent,19
State,Virginia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Virginia,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Virginia,Non-Hispanic White alone,2010,Percent,67
State,Virginia,Total Ages 18 and Over,2010,Percent,100
State,Texas,Hispanic or Latino,2010,Percent,34
State,Texas,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,Texas,Non-Hispanic Asian alone,2010,Percent,4
State,Texas,Non-Hispanic Black alone,2010,Percent,11
State,Texas,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Texas,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Texas,Non-Hispanic White alone,2010,Percent,50
State,Texas,Total Ages 18 and Over,2010,Percent,100
State,South Dakota,Hispanic or Latino,2010,Percent,2
State,South Dakota,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,7
State,South Dakota,Non-Hispanic Asian alone,2010,Percent,1
State,South Dakota,Non-Hispanic Black alone,2010,Percent,1
State,South Dakota,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,South Dakota,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,South Dakota,Non-Hispanic White alone,2010,Percent,88
State,South Dakota,Total Ages 18 and Over,2010,Percent,100
State,South Carolina,Hispanic or Latino,2010,Percent,4
State,South Carolina,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,South Carolina,Non-Hispanic Asian alone,2010,Percent,1
State,South Carolina,Non-Hispanic Black alone,2010,Percent,26
State,South Carolina,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,South Carolina,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,South Carolina,Non-Hispanic White alone,2010,Percent,67
State,South Carolina,Total Ages 18 and Over,2010,Percent,100
State,Tennessee,Hispanic or Latino,2010,Percent,4
State,Tennessee,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,Tennessee,Non-Hispanic Asian alone,2010,Percent,1
State,Tennessee,Non-Hispanic Black alone,2010,Percent,16
State,Tennessee,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Tennessee,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Tennessee,Non-Hispanic White alone,2010,Percent,78
State,Tennessee,Total Ages 18 and Over,2010,Percent,100
State,Rhode Island,Hispanic or Latino,2010,Percent,10
State,Rhode Island,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,Rhode Island,Non-Hispanic Asian alone,2010,Percent,3
State,Rhode Island,Non-Hispanic Black alone,2010,Percent,5
State,Rhode Island,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Rhode Island,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Rhode Island,Non-Hispanic White alone,2010,Percent,80
State,Rhode Island,Total Ages 18 and Over,2010,Percent,100
State,Oregon,Hispanic or Latino,2010,Percent,9
State,Oregon,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,1
State,Oregon,Non-Hispanic Asian alone,2010,Percent,4
State,Oregon,Non-Hispanic Black alone,2010,Percent,2
State,Oregon,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Oregon,Non-Hispanic Two or More Race Groups,2010,Percent,2
State,Oregon,Non-Hispanic White alone,2010,Percent,82
State,Oregon,Total Ages 18 and Over,2010,Percent,100
State,Pennsylvania,Hispanic or Latino,2010,Percent,5
State,Pennsylvania,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,Pennsylvania,Non-Hispanic Asian alone,2010,Percent,3
State,Pennsylvania,Non-Hispanic Black alone,2010,Percent,10
State,Pennsylvania,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Pennsylvania,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Pennsylvania,Non-Hispanic White alone,2010,Percent,82
State,Pennsylvania,Total Ages 18 and Over,2010,Percent,100
State,Oklahoma,Hispanic or Latino,2010,Percent,7
State,Oklahoma,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,7
State,Oklahoma,Non-Hispanic Asian alone,2010,Percent,2
State,Oklahoma,Non-Hispanic Black alone,2010,Percent,7
State,Oklahoma,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Oklahoma,Non-Hispanic Two or More Race Groups,2010,Percent,4
State,Oklahoma,Non-Hispanic White alone,2010,Percent,73
State,Oklahoma,Total Ages 18 and Over,2010,Percent,100
State,Ohio,Hispanic or Latino,2010,Percent,3
State,Ohio,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,Ohio,Non-Hispanic Asian alone,2010,Percent,2
State,Ohio,Non-Hispanic Black alone,2010,Percent,11
State,Ohio,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Ohio,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Ohio,Non-Hispanic White alone,2010,Percent,83
State,Ohio,Total Ages 18 and Over,2010,Percent,100
State,North Carolina,Hispanic or Latino,2010,Percent,7
State,North Carolina,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,1
State,North Carolina,Non-Hispanic Asian alone,2010,Percent,2
State,North Carolina,Non-Hispanic Black alone,2010,Percent,20
State,North Carolina,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,North Carolina,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,North Carolina,Non-Hispanic White alone,2010,Percent,68
State,North Carolina,Total Ages 18 and Over,2010,Percent,100
State,North Dakota,Hispanic or Latino,2010,Percent,2
State,North Dakota,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,4
State,North Dakota,Non-Hispanic Asian alone,2010,Percent,1
State,North Dakota,Non-Hispanic Black alone,2010,Percent,1
State,North Dakota,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,North Dakota,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,North Dakota,Non-Hispanic White alone,2010,Percent,91
State,North Dakota,Total Ages 18 and Over,2010,Percent,100
State,New York,Hispanic or Latino,2010,Percent,16
State,New York,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,New York,Non-Hispanic Asian alone,2010,Percent,8
State,New York,Non-Hispanic Black alone,2010,Percent,14
State,New York,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,New York,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,New York,Non-Hispanic White alone,2010,Percent,61
State,New York,Total Ages 18 and Over,2010,Percent,100
State,New Mexico,Hispanic or Latino,2010,Percent,42
State,New Mexico,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,8
State,New Mexico,Non-Hispanic Asian alone,2010,Percent,1
State,New Mexico,Non-Hispanic Black alone,2010,Percent,2
State,New Mexico,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,New Mexico,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,New Mexico,Non-Hispanic White alone,2010,Percent,45
State,New Mexico,Total Ages 18 and Over,2010,Percent,100
State,New Hampshire,Hispanic or Latino,2010,Percent,2
State,New Hampshire,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,New Hampshire,Non-Hispanic Asian alone,2010,Percent,2
State,New Hampshire,Non-Hispanic Black alone,2010,Percent,1
State,New Hampshire,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,New Hampshire,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,New Hampshire,Non-Hispanic White alone,2010,Percent,94
State,New Hampshire,Total Ages 18 and Over,2010,Percent,100
State,New Jersey,Hispanic or Latino,2010,Percent,16
State,New Jersey,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,New Jersey,Non-Hispanic Asian alone,2010,Percent,8
State,New Jersey,Non-Hispanic Black alone,2010,Percent,12
State,New Jersey,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,New Jersey,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,New Jersey,Non-Hispanic White alone,2010,Percent,62
State,New Jersey,Total Ages 18 and Over,2010,Percent,100
State,Nebraska,Hispanic or Latino,2010,Percent,7
State,Nebraska,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,1
State,Nebraska,Non-Hispanic Asian alone,2010,Percent,2
State,Nebraska,Non-Hispanic Black alone,2010,Percent,4
State,Nebraska,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Nebraska,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Nebraska,Non-Hispanic White alone,2010,Percent,85
State,Nebraska,Total Ages 18 and Over,2010,Percent,100
State,Nevada,Hispanic or Latino,2010,Percent,22
State,Nevada,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,1
State,Nevada,Non-Hispanic Asian alone,2010,Percent,8
State,Nevada,Non-Hispanic Black alone,2010,Percent,8
State,Nevada,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,1
State,Nevada,Non-Hispanic Two or More Race Groups,2010,Percent,2
State,Nevada,Non-Hispanic White alone,2010,Percent,59
State,Nevada,Total Ages 18 and Over,2010,Percent,100
State,Missouri,Hispanic or Latino,2010,Percent,3
State,Missouri,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,Missouri,Non-Hispanic Asian alone,2010,Percent,2
State,Missouri,Non-Hispanic Black alone,2010,Percent,11
State,Missouri,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Missouri,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Missouri,Non-Hispanic White alone,2010,Percent,83
State,Missouri,Total Ages 18 and Over,2010,Percent,100
State,Montana,Hispanic or Latino,2010,Percent,2
State,Montana,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,5
State,Montana,Non-Hispanic Asian alone,2010,Percent,1
State,Montana,Non-Hispanic Black alone,2010,Percent,0
State,Montana,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Montana,Non-Hispanic Two or More Race Groups,2010,Percent,2
State,Montana,Non-Hispanic White alone,2010,Percent,90
State,Montana,Total Ages 18 and Over,2010,Percent,100
State,Minnesota,Hispanic or Latino,2010,Percent,4
State,Minnesota,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,1
State,Minnesota,Non-Hispanic Asian alone,2010,Percent,4
State,Minnesota,Non-Hispanic Black alone,2010,Percent,4
State,Minnesota,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Minnesota,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Minnesota,Non-Hispanic White alone,2010,Percent,86
State,Minnesota,Total Ages 18 and Over,2010,Percent,100
State,Mississippi,Hispanic or Latino,2010,Percent,2
State,Mississippi,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,Mississippi,Non-Hispanic Asian alone,2010,Percent,1
State,Mississippi,Non-Hispanic Black alone,2010,Percent,35
State,Mississippi,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Mississippi,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Mississippi,Non-Hispanic White alone,2010,Percent,61
State,Mississippi,Total Ages 18 and Over,2010,Percent,100
State,Massachusetts,Hispanic or Latino,2010,Percent,8
State,Massachusetts,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,Massachusetts,Non-Hispanic Asian alone,2010,Percent,5
State,Massachusetts,Non-Hispanic Black alone,2010,Percent,6
State,Massachusetts,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Massachusetts,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Massachusetts,Non-Hispanic White alone,2010,Percent,79
State,Massachusetts,Total Ages 18 and Over,2010,Percent,100
State,Michigan,Hispanic or Latino,2010,Percent,4
State,Michigan,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,1
State,Michigan,Non-Hispanic Asian alone,2010,Percent,2
State,Michigan,Non-Hispanic Black alone,2010,Percent,13
State,Michigan,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Michigan,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Michigan,Non-Hispanic White alone,2010,Percent,79
State,Michigan,Total Ages 18 and Over,2010,Percent,100
State,Maryland,Hispanic or Latino,2010,Percent,7
State,Maryland,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,Maryland,Non-Hispanic Asian alone,2010,Percent,6
State,Maryland,Non-Hispanic Black alone,2010,Percent,28
State,Maryland,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Maryland,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Maryland,Non-Hispanic White alone,2010,Percent,57
State,Maryland,Total Ages 18 and Over,2010,Percent,100
State,Maine,Hispanic or Latino,2010,Percent,1
State,Maine,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,1
State,Maine,Non-Hispanic Asian alone,2010,Percent,1
State,Maine,Non-Hispanic Black alone,2010,Percent,1
State,Maine,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Maine,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Maine,Non-Hispanic White alone,2010,Percent,96
State,Maine,Total Ages 18 and Over,2010,Percent,100
State,Louisiana,Hispanic or Latino,2010,Percent,4
State,Louisiana,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,1
State,Louisiana,Non-Hispanic Asian alone,2010,Percent,2
State,Louisiana,Non-Hispanic Black alone,2010,Percent,30
State,Louisiana,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Louisiana,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Louisiana,Non-Hispanic White alone,2010,Percent,63
State,Louisiana,Total Ages 18 and Over,2010,Percent,100
State,Kentucky,Hispanic or Latino,2010,Percent,3
State,Kentucky,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,Kentucky,Non-Hispanic Asian alone,2010,Percent,1
State,Kentucky,Non-Hispanic Black alone,2010,Percent,7
State,Kentucky,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Kentucky,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Kentucky,Non-Hispanic White alone,2010,Percent,88
State,Kentucky,Total Ages 18 and Over,2010,Percent,100
State,Kansas,Hispanic or Latino,2010,Percent,8
State,Kansas,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,1
State,Kansas,Non-Hispanic Asian alone,2010,Percent,2
State,Kansas,Non-Hispanic Black alone,2010,Percent,5
State,Kansas,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Kansas,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Kansas,Non-Hispanic White alone,2010,Percent,81
State,Kansas,Total Ages 18 and Over,2010,Percent,100
State,Iowa,Hispanic or Latino,2010,Percent,4
State,Iowa,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,Iowa,Non-Hispanic Asian alone,2010,Percent,2
State,Iowa,Non-Hispanic Black alone,2010,Percent,2
State,Iowa,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Iowa,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Iowa,Non-Hispanic White alone,2010,Percent,91
State,Iowa,Total Ages 18 and Over,2010,Percent,100
State,Illinois,Hispanic or Latino,2010,Percent,13
State,Illinois,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,Illinois,Non-Hispanic Asian alone,2010,Percent,5
State,Illinois,Non-Hispanic Black alone,2010,Percent,14
State,Illinois,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Illinois,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Illinois,Non-Hispanic White alone,2010,Percent,67
State,Illinois,Total Ages 18 and Over,2010,Percent,100
State,Indiana,Hispanic or Latino,2010,Percent,5
State,Indiana,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,Indiana,Non-Hispanic Asian alone,2010,Percent,2
State,Indiana,Non-Hispanic Black alone,2010,Percent,8
State,Indiana,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Indiana,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Indiana,Non-Hispanic White alone,2010,Percent,84
State,Indiana,Total Ages 18 and Over,2010,Percent,100
State,Idaho,Hispanic or Latino,2010,Percent,9
State,Idaho,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,1
State,Idaho,Non-Hispanic Asian alone,2010,Percent,1
State,Idaho,Non-Hispanic Black alone,2010,Percent,1
State,Idaho,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Idaho,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Idaho,Non-Hispanic White alone,2010,Percent,87
State,Idaho,Total Ages 18 and Over,2010,Percent,100
State,Hawaii,Hispanic or Latino,2010,Percent,7
State,Hawaii,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,Hawaii,Non-Hispanic Asian alone,2010,Percent,41
State,Hawaii,Non-Hispanic Black alone,2010,Percent,2
State,Hawaii,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,9
State,Hawaii,Non-Hispanic Two or More Race Groups,2010,Percent,16
State,Hawaii,Non-Hispanic White alone,2010,Percent,26
State,Hawaii,Total Ages 18 and Over,2010,Percent,100
State,Florida,Hispanic or Latino,2010,Percent,21
State,Florida,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,Florida,Non-Hispanic Asian alone,2010,Percent,2
State,Florida,Non-Hispanic Black alone,2010,Percent,14
State,Florida,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Florida,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Florida,Non-Hispanic White alone,2010,Percent,61
State,Florida,Total Ages 18 and Over,2010,Percent,100
State,Georgia,Hispanic or Latino,2010,Percent,7
State,Georgia,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,Georgia,Non-Hispanic Asian alone,2010,Percent,3
State,Georgia,Non-Hispanic Black alone,2010,Percent,29
State,Georgia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Georgia,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Georgia,Non-Hispanic White alone,2010,Percent,59
State,Georgia,Total Ages 18 and Over,2010,Percent,100
City,District of Columbia,Hispanic or Latino,2010,Percent,9
City,District of Columbia,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
City,District of Columbia,Non-Hispanic Asian alone,2010,Percent,4
City,District of Columbia,Non-Hispanic Black alone,2010,Percent,47
City,District of Columbia,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
City,District of Columbia,Non-Hispanic Two or More Race Groups,2010,Percent,2
City,District of Columbia,Non-Hispanic White alone,2010,Percent,38
City,District of Columbia,Total Ages 18 and Over,2010,Percent,100
State,Delaware,Hispanic or Latino,2010,Percent,7
State,Delaware,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,Delaware,Non-Hispanic Asian alone,2010,Percent,3
State,Delaware,Non-Hispanic Black alone,2010,Percent,20
State,Delaware,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Delaware,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Delaware,Non-Hispanic White alone,2010,Percent,69
State,Delaware,Total Ages 18 and Over,2010,Percent,100
State,Colorado,Hispanic or Latino,2010,Percent,18
State,Colorado,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,1
State,Colorado,Non-Hispanic Asian alone,2010,Percent,3
State,Colorado,Non-Hispanic Black alone,2010,Percent,4
State,Colorado,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Colorado,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Colorado,Non-Hispanic White alone,2010,Percent,74
State,Colorado,Total Ages 18 and Over,2010,Percent,100
State,Connecticut,Hispanic or Latino,2010,Percent,12
State,Connecticut,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,Connecticut,Non-Hispanic Asian alone,2010,Percent,4
State,Connecticut,Non-Hispanic Black alone,2010,Percent,9
State,Connecticut,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Connecticut,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Connecticut,Non-Hispanic White alone,2010,Percent,74
State,Connecticut,Total Ages 18 and Over,2010,Percent,100
State,California,Hispanic or Latino,2010,Percent,33
State,California,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,0
State,California,Non-Hispanic Asian alone,2010,Percent,14
State,California,Non-Hispanic Black alone,2010,Percent,6
State,California,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,California,Non-Hispanic Two or More Race Groups,2010,Percent,2
State,California,Non-Hispanic White alone,2010,Percent,44
State,California,Total Ages 18 and Over,2010,Percent,100
State,Arkansas,Hispanic or Latino,2010,Percent,5
State,Arkansas,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,1
State,Arkansas,Non-Hispanic Asian alone,2010,Percent,1
State,Arkansas,Non-Hispanic Black alone,2010,Percent,14
State,Arkansas,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
State,Arkansas,Non-Hispanic Two or More Race Groups,2010,Percent,1
State,Arkansas,Non-Hispanic White alone,2010,Percent,78
State,Arkansas,Total Ages 18 and Over,2010,Percent,100
State,Alaska,Hispanic or Latino,2010,Percent,5
State,Alaska,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,13
State,Alaska,Non-Hispanic Asian alone,2010,Percent,5
State,Alaska,Non-Hispanic Black alone,2010,Percent,3
State,Alaska,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,1
State,Alaska,Non-Hispanic Two or More Race Groups,2010,Percent,4
State,Alaska,Non-Hispanic White alone,2010,Percent,68
State,Alaska,Total Ages 18 and Over,2010,Percent,100
State,Arizona,Hispanic or Latino,2010,Percent,25
State,Arizona,Non-Hispanic American Indian and Alaskan Native alone,2010,Percent,4
State,Arizona,Non-Hispanic Asian alone,2010,Percent,3
State,Arizona,Non-Hispanic Black alone,2010,Percent,4
State,Arizona,Non-Hispanic Native Hawaiian and Other Pacific Islander alone,2010,Percent,0
